,hospital,address,name,content,date,visits
1113,서울병원,서울 송파구 오금로 290 서울병원,yjc****,ㅇ,2023년 3월 16일 목요일,1번째 방문
1114,서울병원,서울 송파구 오금로 290 서울병원,에스비유,좋아요,2023년 3월 15일 수요일,1번째 방문
1115,서울병원,서울 송파구 오금로 290 서울병원,lgjsky,감사합니다,2023년 3월 15일 수요일,1번째 방문
1116,서울병원,서울 송파구 오금로 290 서울병원,chani29,굿,2023년 3월 15일 수요일,5번째 방문
1117,서울병원,서울 송파구 오금로 290 서울병원,하린둥이,굿,2023년 3월 13일 월요일,1번째 방문
1118,서울병원,서울 송파구 오금로 290 서울병원,ora****,좋아요,2023년 3월 13일 월요일,3번째 방문
1119,서울병원,서울 송파구 오금로 290 서울병원,chani29,무난,2023년 3월 10일 금요일,4번째 방문
1120,서울병원,서울 송파구 오금로 290 서울병원,h2****,굿,2023년 3월 10일 금요일,1번째 방문
1121,서울병원,서울 송파구 오금로 290 서울병원,꽁심이,"친절
예쁜
럭셔리",2023년 3월 9일 목요일,1번째 방문
1122,서울병원,서울 송파구 오금로 290 서울병원,chani29,굿,2023년 3월 8일 수요일,3번째 방문
1123,서울병원,서울 송파구 오금로 290 서울병원,짱구2345,친절히설명 잘 해줘요,2023년 3월 6일 월요일,3번째 방문
1124,서울병원,서울 송파구 오금로 290 서울병원,jdj8770,좋와요,2023년 3월 6일 월요일,2번째 방문
1125,서울병원,서울 송파구 오금로 290 서울병원,sus****,굿,2023년 3월 6일 월요일,2번째 방문
1126,서울병원,서울 송파구 오금로 290 서울병원,blu****,의사선생님의 진료가 꼼꼼해요,2023년 3월 6일 월요일,4번째 방문
1127,서울병원,서울 송파구 오금로 290 서울병원,모랑지기,친절ㅅ내요,2023년 3월 3일 금요일,8번째 방문
1128,서울병원,서울 송파구 오금로 290 서울병원,짱구2345,자세한 설명 친절한진료 쵝오,2023년 3월 3일 금요일,2번째 방문
1129,서울병원,서울 송파구 오금로 290 서울병원,말라깽이77,친절하시네요,2023년 3월 3일 금요일,13번째 방문
1130,서울병원,서울 송파구 오금로 290 서울병원,jdj8770,친절해요,2023년 2월 28일 화요일,1번째 방문
1131,서울병원,서울 송파구 오금로 290 서울병원,바람소리96,대기시간이 짧아서 좋습니다,2023년 2월 28일 화요일,6번째 방문
1132,서울병원,서울 송파구 오금로 290 서울병원,파운만쥬,속이 안 좋아서 내시경 받았는데 불편함없이 잘 받았어요 결과 설명도 잘해주셔서 이후 재방문 의사 있어요,2023년 2월 27일 월요일,1번째 방문
1133,서울병원,서울 송파구 오금로 290 서울병원,겨울뱅쇼32,질염 심해서 부인과 진료 받았는데 접수 받으시는 분부터 의사쌤까지 완전 친절하십니다~진료후 효과도 바로 느껴집니다,2023년 2월 27일 월요일,1번째 방문
1134,서울병원,서울 송파구 오금로 290 서울병원,추억추억9832,병원시설 깔끔하고 의료기기도 좋아여~실력 좋으셔서 믿고 다니는 곳이예여,2023년 2월 27일 월요일,1번째 방문
1135,서울병원,서울 송파구 오금로 290 서울병원,월드컵2잔32,아이 발바닥 아프다고해서 진료받았는데 과잉진료 권하지 않고 진료 담백하게 잘 봐주세요,2023년 2월 27일 월요일,1번째 방문
1136,서울병원,서울 송파구 오금로 290 서울병원,랑랑8497,"선생님들 친절하시구 진료 잘 봐주셔서 좋았어요
병원도 깔끔하고 좋아요~
담에 또 올게용",2023년 2월 27일 월요일,3번째 방문
1137,서울병원,서울 송파구 오금로 290 서울병원,상큼46,친절해요,2023년 2월 27일 월요일,6번째 방문
1138,서울병원,서울 송파구 오금로 290 서울병원,메이플로드,종합검진하기 괜찮아요,2023년 2월 23일 목요일,1번째 방문
1139,서울병원,서울 송파구 오금로 290 서울병원,ros****,"3층 접수처에 있는 여자들 너무 불친절해요
모르는 거 물어보면 한숨쉬고 귀찮다는듯이 다른곳 보면서 대답하고 너무 불쾌해서 다신 건강검진 여기서 안받을거예요
어르신들한테도 쌀쌀맞고요
간호사분들과 의사선생님들은 너무 친절하신데 3층가서 접수할때마다 기분이 너무 나쁘네요 3층 접수처가 병원 이미지 다 깎아내려요",2023년 2월 22일 수요일,1번째 방문
1140,서울병원,서울 송파구 오금로 290 서울병원,안젤로아르떼82,....,2023년 2월 20일 월요일,9번째 방문
1141,서울병원,서울 송파구 오금로 290 서울병원,프랑킨센스,건강검진센터,2023년 2월 18일 토요일,4번째 방문
1142,서울병원,서울 송파구 오금로 290 서울병원,wh082000,좋아요,2023년 2월 18일 토요일,1번째 방문
1143,서울병원,서울 송파구 오금로 290 서울병원,모랑지기,좋앙ㅗ,2023년 2월 18일 토요일,7번째 방문
1144,서울병원,서울 송파구 오금로 290 서울병원,헨리박,굿,2023년 2월 17일 금요일,7번째 방문
1145,서울병원,서울 송파구 오금로 290 서울병원,coo****,보호자를 매번 코로나 검사를하라니 이상한곳,2023년 2월 15일 수요일,1번째 방문
1146,서울병원,서울 송파구 오금로 290 서울병원,방솜이,외과 진료 받았는데 친절하고 좋았어요.,2023년 2월 14일 화요일,1번째 방문
1147,서울병원,서울 송파구 오금로 290 서울병원,짱구2345,의사분들이 친절히 안내잘해줍니다,2023년 2월 14일 화요일,1번째 방문
1148,서울병원,서울 송파구 오금로 290 서울병원,kilstreet86,친절해요,2023년 2월 14일 화요일,2번째 방문
1149,서울병원,서울 송파구 오금로 290 서울병원,말라깽이77,친절,2023년 2월 13일 월요일,12번째 방문
1150,서울병원,서울 송파구 오금로 290 서울병원,lattes12,"직원들은 친절한 것 같은데 의사 쌤들은 
대충 보는 것 같아요",2023년 2월 13일 월요일,1번째 방문
1151,서울병원,서울 송파구 오금로 290 서울병원,kosyi,좋아요,2023년 2월 13일 월요일,1번째 방문
1152,서울병원,서울 송파구 오금로 290 서울병원,se****,친절해요,2023년 2월 9일 목요일,1번째 방문
1153,서울병원,서울 송파구 오금로 290 서울병원,이안55555,예약안하고 가도 갈때마가 5분넘게 기다린적이 한번도 없어서 좋아요,2023년 2월 8일 수요일,2번째 방문
1154,서울병원,서울 송파구 오금로 290 서울병원,참이슬6117,좋아요,2023년 2월 8일 수요일,1번째 방문
1155,서울병원,서울 송파구 오금로 290 서울병원,miffy0519,꼼꼼하고 친절해요!,2023년 2월 8일 수요일,6번째 방문
1156,서울병원,서울 송파구 오금로 290 서울병원,쿠키넨네,잘다녀갑니다친절해요,2023년 2월 7일 화요일,3번째 방문
1157,서울병원,서울 송파구 오금로 290 서울병원,복복지니,"병원이 크고 시설이 좋습니다. 
사람이 많지는 않아 진료가 빠릅니다.",2023년 2월 6일 월요일,1번째 방문
1158,서울병원,서울 송파구 오금로 290 서울병원,jgb****,친절합니다,2023년 2월 3일 금요일,1번째 방문
1159,서울병원,서울 송파구 오금로 290 서울병원,blu****,"의사 선생님이 무척 친절하십니다.
간호사들도 친절하게 응대해주십니다",2023년 2월 3일 금요일,3번째 방문
1160,서울병원,서울 송파구 오금로 290 서울병원,miffy0519,친절하고 진료가 빨라요!,2023년 2월 2일 목요일,5번째 방문
1161,서울병원,서울 송파구 오금로 290 서울병원,Young1712,수술이 잘되었습니디ㅡ.,2023년 2월 1일 수요일,1번째 방문
1162,서울병원,서울 송파구 오금로 290 서울병원,상큼46,깨끗해요,2023년 2월 1일 수요일,5번째 방문
1163,서울병원,서울 송파구 오금로 290 서울병원,상큼46,깨끗해요,2023년 1월 31일 화요일,4번째 방문
1164,서울병원,서울 송파구 오금로 290 서울병원,상큼46,친절해요,2023년 1월 30일 월요일,3번째 방문
1165,서울병원,서울 송파구 오금로 290 서울병원,솔솔169,"간호사분들, 수납 직원분들 다 친절하세요",2023년 1월 30일 월요일,3번째 방문
1166,서울병원,서울 송파구 오금로 290 서울병원,솔솔169,간호사분들 너무 친절하세요,2023년 1월 28일 토요일,2번째 방문
1167,서울병원,서울 송파구 오금로 290 서울병원,ioo****,주차요원 너무 불친절해요 똑바로 얘기해주지도 않고 계속 윽박지르고 소리지르심 주차자리도 협소한데 안내도 제대로 안해줌,2023년 1월 27일 금요일,1번째 방문
1168,서울병원,서울 송파구 오금로 290 서울병원,보석15,외상 후 얼굴 치료 받으러 성형외과 갔는데 선생님 치료 해 주시고 이것저것 주의 사항 말씀해 주시고 챙겨주시고 덕분에 흉도 안지고 잘 회복했습니다 간호사 선생님도 친절하고 예약 시 상의도 잘 해 주시고 좋았습니다,2023년 1월 27일 금요일,2번째 방문
1169,서울병원,서울 송파구 오금로 290 서울병원,솔솔169,모두 친절하세요,2023년 1월 26일 목요일,1번째 방문
1170,서울병원,서울 송파구 오금로 290 서울병원,kmj****,진료를 잘 받았어요,2023년 1월 26일 목요일,1번째 방문
1171,서울병원,서울 송파구 오금로 290 서울병원,깜찍뽀,친절하고 좋아요,2023년 1월 26일 목요일,3번째 방문
1172,서울병원,서울 송파구 오금로 290 서울병원,똘망대디,건강검진 빋기 좋아요,2023년 1월 25일 수요일,3번째 방문
1173,서울병원,서울 송파구 오금로 290 서울병원,min****,친절해요~^^,2023년 1월 20일 금요일,2번째 방문
1174,서울병원,서울 송파구 오금로 290 서울병원,수리공,신경과 조혜진과장님 정말 친절하게 설명도 자세히 해주셨습니다. 여러병원 다녀봤지만 이렇게 오래 설명해주는 의사는 처음이었어요,2023년 1월 20일 금요일,1번째 방문
1175,서울병원,서울 송파구 오금로 290 서울병원,그만좀하잡,친절해요.굿굿,2023년 1월 20일 금요일,1번째 방문
1176,서울병원,서울 송파구 오금로 290 서울병원,보석15,선생님들 치료 잘 해주셨는데 왼팔 엑스레이를 오른팔로 엑스레이를 찍어서 진료 볼때 혼동이 있었어요. 그리고 치과는 다른 곳이라고 하더라구요. 진료 후 모든 가능성에 대해서 다 설명하고 알아들었는면 사인하라는 방식이 놀랍고 황당했어요. 원래 다니던 치과 가니까 그정도로 심각한 상황도 아니였는데 기겁해서 임플란트 보험들고 취소하고 난리도 아니였네요. 다 설명햇으니 선택과 책임은 환자에게 있다 라는 느낌이 들어서 신뢰가 잘 안되네요. 치과는 정말 아닌듯 합니다.,2023년 1월 20일 금요일,1번째 방문
1177,서울병원,서울 송파구 오금로 290 서울병원,min****,친절해요~^^,2023년 1월 19일 목요일,1번째 방문
1178,서울병원,서울 송파구 오금로 290 서울병원,안젤로아르떼82,....,2023년 1월 19일 목요일,8번째 방문
1179,서울병원,서울 송파구 오금로 290 서울병원,mij****,붐비지않아 진료하기 편해요,2023년 1월 17일 화요일,3번째 방문
1180,서울병원,서울 송파구 오금로 290 서울병원,aej****,친절해요,2023년 1월 16일 월요일,3번째 방문
1181,서울병원,서울 송파구 오금로 290 서울병원,와와씨,굿,2023년 1월 16일 월요일,3번째 방문
1182,서울병원,서울 송파구 오금로 290 서울병원,벼리9,"허리가 안좋아서 12월부터 여기저기 다녔었는데 무조건 수술을 권하더라구요,
그런데 여기 쌤은 조금 더 지켜볼 여지가 있다고, 자기 허리로 가능한한 잘 써야한다고.., 그리고 그사이 어떻게 해야하는지도 상세히 알려주시고..
한줄기 희망의 빛을 봤어요.
정말 말씀해주신대로 열심히 해서 수술없이도 잘 걸어다니도록 하려구요!!!!!",2023년 1월 13일 금요일,1번째 방문
1183,서울병원,서울 송파구 오금로 290 서울병원,금고미,병원 체계도 잘 잡혀있는 듯 하고 친절하고 빨리진료 봐주셔서 좋았어요,2023년 1월 12일 목요일,1번째 방문
1184,서울병원,서울 송파구 오금로 290 서울병원,말라깽이77,친절,2023년 1월 10일 화요일,11번째 방문
1185,서울병원,서울 송파구 오금로 290 서울병원,깡다구37,ㅎㅎ,2023년 1월 10일 화요일,1번째 방문
1186,서울병원,서울 송파구 오금로 290 서울병원,머털도사님57,좋아요,2023년 1월 9일 월요일,3번째 방문
1187,서울병원,서울 송파구 오금로 290 서울병원,sk****,좋아요,2023년 1월 7일 토요일,6번째 방문
1188,서울병원,서울 송파구 오금로 290 서울병원,mashro,친절하게 상담 잘 해주세요,2023년 1월 6일 금요일,1번째 방문
1189,서울병원,서울 송파구 오금로 290 서울병원,비타민4520,"건강검진받았는데 초음파꼼꼼히 봐주셔서 좋왔습니다 치과도 있어서 스켈링받았는데 다들 넘친절하셔서 기분좋게 진료잘받았습니다
감사합니다^^",2023년 1월 5일 목요일,1번째 방문
1190,서울병원,서울 송파구 오금로 290 서울병원,97tkfk,굿,2023년 1월 4일 수요일,6번째 방문
1191,서울병원,서울 송파구 오금로 290 서울병원,헨리박,굿,2023년 1월 4일 수요일,6번째 방문
1192,서울병원,서울 송파구 오금로 290 서울병원,kilstreet86,친절해요,2023년 1월 3일 화요일,1번째 방문
1193,서울병원,서울 송파구 오금로 290 서울병원,ssh677079,친절해요,2023년 1월 3일 화요일,2번째 방문
1194,서울병원,서울 송파구 오금로 290 서울병원,jsj****,병원이 깨끗하고 건강검진 받으러 가기도 괜찮은곳이예요,2022년 12월 30일 금요일,1번째 방문
1195,서울병원,서울 송파구 오금로 290 서울병원,hinh,치ㄴㆍ질,2022년 12월 30일 금요일,2번째 방문
1196,서울병원,서울 송파구 오금로 290 서울병원,해피은주루,친절해요,2022년 12월 28일 수요일,1번째 방문
1197,서울병원,서울 송파구 오금로 290 서울병원,shy1166,좋아요,2022년 12월 28일 수요일,3번째 방문
1198,서울병원,서울 송파구 오금로 290 서울병원,레드스트로베리,직원분들이 친절하세요,2022년 12월 28일 수요일,1번째 방문
1199,서울병원,서울 송파구 오금로 290 서울병원,머털도사님57,친절하고 좋아요,2022년 12월 26일 월요일,2번째 방문
1200,서울병원,서울 송파구 오금로 290 서울병원,KKANGTONG,엑스레이 엠알 찍었어요,2022년 12월 26일 월요일,1번째 방문
1201,서울병원,서울 송파구 오금로 290 서울병원,샐리4,의사쌤이 실력있으세요,2022년 12월 26일 월요일,1번째 방문
1202,서울병원,서울 송파구 오금로 290 서울병원,minju70,엄마 건강때문에 서울병원 신경과 가게 되었는데 의사 선생님도 친절하고 간호사님들도 넘 친절해서 좋아요,2022년 12월 26일 월요일,1번째 방문
1203,서울병원,서울 송파구 오금로 290 서울병원,shy1166,좋아요,2022년 12월 26일 월요일,2번째 방문
1204,서울병원,서울 송파구 오금로 290 서울병원,꿀동이62,굳,2022년 12월 23일 금요일,7번째 방문
1205,서울병원,서울 송파구 오금로 290 서울병원,shy1166,좋아요,2022년 12월 21일 수요일,1번째 방문
1206,서울병원,서울 송파구 오금로 290 서울병원,채빈민성맘,좋아요,2022년 12월 21일 수요일,2번째 방문
1207,서울병원,서울 송파구 오금로 290 서울병원,blu****,의사 선생님의 진료가 꼼꼼하고 작원이 친절해요,2022년 12월 20일 화요일,2번째 방문
1208,서울병원,서울 송파구 오금로 290 서울병원,zookim10,"친절하시고 설명도 자세히 해 주세요 
건강검진센타도 잘 되어 있습니다",2022년 12월 19일 월요일,2번째 방문
1209,서울병원,서울 송파구 오금로 290 서울병원,말라깽이77,잘설명해줘요,2022년 12월 19일 월요일,10번째 방문
1210,서울병원,서울 송파구 오금로 290 서울병원,33k****,수술 잘 받고 갑니다 의사쌤 모두 감사하니다,2022년 12월 19일 월요일,2번째 방문
1211,서울병원,서울 송파구 오금로 290 서울병원,똥기대박,좋아요,2022년 12월 19일 월요일,1번째 방문
1212,서울병원,서울 송파구 오금로 290 서울병원,안젤로아르떼82,..,2022년 12월 19일 월요일,7번째 방문
1213,서울병원,서울 송파구 오금로 290 서울병원,아모랭,??,2022년 12월 16일 금요일,4번째 방문
1214,서울병원,서울 송파구 오금로 290 서울병원,33k****,"처음 이곳에와서 수술하고 입원중입니다
의사선생님은 친절하고 수술도 잘 하시네요
간호사분들은 쏘쏘합니당",2022년 12월 16일 금요일,1번째 방문
1215,서울병원,서울 송파구 오금로 290 서울병원,miy****,친절하고 빠름,2022년 12월 15일 목요일,1번째 방문
1216,서울병원,서울 송파구 오금로 290 서울병원,ke****,친절해요,2022년 12월 15일 목요일,1번째 방문
1217,서울병원,서울 송파구 오금로 290 서울병원,mm6****,"가격저렴히 아주 잘했습니다 
특히 심장초음파 검사하시는분 최고고 너무 감사합니다 
친절에 박수 보냅니다",2022년 12월 15일 목요일,1번째 방문
1218,서울병원,서울 송파구 오금로 290 서울병원,말라깽이77,전보다 친절해졌음,2022년 12월 13일 화요일,9번째 방문
1219,서울병원,서울 송파구 오금로 290 서울병원,헨리박,굿,2022년 12월 12일 월요일,5번째 방문
1220,서울병원,서울 송파구 오금로 290 서울병원,97tkfk,굿,2022년 12월 12일 월요일,5번째 방문
1221,서울병원,서울 송파구 오금로 290 서울병원,mongxxx,.,2022년 12월 10일 토요일,1번째 방문
1222,서울병원,서울 송파구 오금로 290 서울병원,jjjiiinnn,건강검진했어요 친친절하심,2022년 12월 9일 금요일,1번째 방문
1223,서울병원,서울 송파구 오금로 290 서울병원,CG806,친절하고 쾌적해요~^^,2022년 12월 6일 화요일,1번째 방문
1224,서울병원,서울 송파구 오금로 290 서울병원,chani29,여러 과가 같이 있어 좋아요,2022년 12월 3일 토요일,2번째 방문
1225,서울병원,서울 송파구 오금로 290 서울병원,kisabella,병원의사선생님이 친절해요,2022년 12월 2일 금요일,2번째 방문
1226,서울병원,서울 송파구 오금로 290 서울병원,귀요미몽,굿,2022년 12월 2일 금요일,1번째 방문
1227,서울병원,서울 송파구 오금로 290 서울병원,insuny908,좋아요,2022년 12월 2일 금요일,1번째 방문
1228,서울병원,서울 송파구 오금로 290 서울병원,바람소리96,친절합니다,2022년 12월 2일 금요일,5번째 방문
1229,서울병원,서울 송파구 오금로 290 서울병원,화이팅1215,병원이 깨끗하고 의사선생님이 설명도 잘해주시고 간호사님들도 친절하셔요~~,2022년 12월 1일 목요일,1번째 방문
1230,서울병원,서울 송파구 오금로 290 서울병원,jun****,친절해요,2022년 12월 1일 목요일,5번째 방문
1231,서울병원,서울 송파구 오금로 290 서울병원,boardmen,좋아요,2022년 11월 30일 수요일,3번째 방문
1232,서울병원,서울 송파구 오금로 290 서울병원,머털도사님57,좋아요,2022년 11월 28일 월요일,1번째 방문
1233,서울병원,서울 송파구 오금로 290 서울병원,이안55555,주중 주말 오전 오후 모두 5분이상 기다린적이 없어서 좋아요.,2022년 11월 28일 월요일,1번째 방문
1234,서울병원,서울 송파구 오금로 290 서울병원,len****,역이랑도 가까워서 지하철 대중교통으로도 가기 편리하네요~~ 선생님도 엄청친절하세요,2022년 11월 26일 토요일,1번째 방문
1235,서울병원,서울 송파구 오금로 290 서울병원,kim****,되게 친절하세요. 대기가 있어도 금방 차례되고 오래 기다리지않아서 좋아요! 꼼꼼히 잘 봐주시네요,2022년 11월 26일 토요일,1번째 방문
1236,서울병원,서울 송파구 오금로 290 서울병원,97tkfk,친절하시고 대기시간이 많지않아요,2022년 11월 25일 금요일,4번째 방문
1237,서울병원,서울 송파구 오금로 290 서울병원,gjlim20,좋ㅇㅏ요,2022년 11월 25일 금요일,1번째 방문
1238,서울병원,서울 송파구 오금로 290 서울병원,hazzini,친절하고 빠른 검사 감사합니다,2022년 11월 24일 목요일,2번째 방문
1239,서울병원,서울 송파구 오금로 290 서울병원,Sunnia,친절해옅,2022년 11월 23일 수요일,1번째 방문
1240,서울병원,서울 송파구 오금로 290 서울병원,쿠키넨네,굿,2022년 11월 23일 수요일,2번째 방문
1241,서울병원,서울 송파구 오금로 290 서울병원,gua****,친절해요,2022년 11월 22일 화요일,5번째 방문
1242,서울병원,서울 송파구 오금로 290 서울병원,또또또53,친절하세요!,2022년 11월 22일 화요일,1번째 방문
1243,서울병원,서울 송파구 오금로 290 서울병원,초대박나자,대기가 넘 길어요ㅠ,2022년 11월 22일 화요일,1번째 방문
1244,서울병원,서울 송파구 오금로 290 서울병원,97tkfk,친절해요,2022년 11월 22일 화요일,3번째 방문
1245,서울병원,서울 송파구 오금로 290 서울병원,헨리박,굿,2022년 11월 22일 화요일,4번째 방문
1246,서울병원,서울 송파구 오금로 290 서울병원,bob****,"다녀본 병원 중 최악입니다. 오전 10시 30분에 가서 오후 5시에 제대로 된 진료 한번 못받고 나왔네요^^ 원장이 앞 수술이 30분에서 1시간 정도 소요될거다 라는 안내 받고 워낙 의사분들이 바쁘시니 1시간 2시간 지나도 아무말 안하고 기다렸는데, 더 길어질거 같으니 내일 오시던지 아니면 좀 더 오래 기다리시던지 라는 무책임한 안내를 받고, 다른 의사 선생님은 시간 남아보이시길래 저분께 받으면 안되냐고 했더니 한 원장님께 엑스레이 촬영/mri촬영 진단 받으신 상황이라 의사 선생님 바꾸시는건 불가하다라는 안내만 받았네요^^! 그럴꺼면 종합병원에 왜오죠? 의사 선생님 시간만 중요하고 환자 시간은 공으로 날려도 전혀 아깝지 않나요? 엑스레이 비용 mri 비용만 50날리고 제대로된 결과 하나 못듣고 최악이네요^^",2022년 11월 21일 월요일,1번째 방문
1247,서울병원,서울 송파구 오금로 290 서울병원,jhm****,친절해요,2022년 11월 20일 일요일,2번째 방문
1248,서울병원,서울 송파구 오금로 290 서울병원,jhm****,꼼꼼히 잘해주고 친절하셔ㅇㆍ,2022년 11월 19일 토요일,1번째 방문
1249,서울병원,서울 송파구 오금로 290 서울병원,매화85,친절해요,2022년 11월 19일 토요일,1번째 방문
1250,서울병원,서울 송파구 오금로 290 서울병원,쨔니76,내과 간호사는 조금 불친절하지만.. 병원은 좋아요,2022년 11월 19일 토요일,6번째 방문
1251,서울병원,서울 송파구 오금로 290 서울병원,ksh1emd,친절~,2022년 11월 19일 토요일,1번째 방문
1252,서울병원,서울 송파구 오금로 290 서울병원,blu****,접수 수납이 빠르고 간호사들이 친절하게 설명해줘요,2022년 11월 18일 금요일,1번째 방문
1253,서울병원,서울 송파구 오금로 290 서울병원,dks****,좋아요,2022년 11월 18일 금요일,4번째 방문
1254,서울병원,서울 송파구 오금로 290 서울병원,so****,좋아요,2022년 11월 17일 목요일,1번째 방문
1255,서울병원,서울 송파구 오금로 290 서울병원,sk00362,조아요,2022년 11월 17일 목요일,1번째 방문
1256,서울병원,서울 송파구 오금로 290 서울병원,doldoli21,굿,2022년 11월 16일 수요일,2번째 방문
1257,서울병원,서울 송파구 오금로 290 서울병원,du****,"작년에 건강검진 받은곳이라 속이 안좋아 내과진료 받고 왔는데 간호사님도 매우 친절하고 진료 받고난후 검사나 주사 치료도 신속하게 처리해주어 시간도 단축되고 진료결과도 예약되 시간에 나와 크게 기다리지않게 
해주어 좋았어요",2022년 11월 16일 수요일,1번째 방문
1258,서울병원,서울 송파구 오금로 290 서울병원,suki067771,상담을잘해주셨어요선생님이,2022년 11월 15일 화요일,3번째 방문
1259,서울병원,서울 송파구 오금로 290 서울병원,티코미,좋아요,2022년 11월 15일 화요일,1번째 방문
1260,서울병원,서울 송파구 오금로 290 서울병원,hinh,친절해요~,2022년 11월 15일 화요일,1번째 방문
1261,서울병원,서울 송파구 오금로 290 서울병원,tls****,건강검진 하는데 모두 친절하게 안내 잘 받았어요,2022년 11월 12일 토요일,3번째 방문
1262,서울병원,서울 송파구 오금로 290 서울병원,jungah7602,좋아요,2022년 11월 11일 금요일,3번째 방문
1263,서울병원,서울 송파구 오금로 290 서울병원,hea****,??,2022년 11월 11일 금요일,3번째 방문
1264,서울병원,서울 송파구 오금로 290 서울병원,런치box23,위대장 내시경 받고 왔어요~ 받는내내 친절하게 잘 해주시네요~ 원장님 설명도 꼼꼼하게 잘해주셔서 좋고 시설도 깔끔하고 넓어서 좋아요~,2022년 11월 11일 금요일,1번째 방문
1265,서울병원,서울 송파구 오금로 290 서울병원,오브스팀,산부인과진료 받고 왔는데 설명도 잘해주시고 진료 금방 볼 수 있어서 좋아요~ 필요한 진료만 권해주셔서 진료 잘 받고 왔네요~^^,2022년 11월 11일 금요일,1번째 방문
1266,서울병원,서울 송파구 오금로 290 서울병원,아이콘칩32,건강검진 받고 왔는데 체계적으로 잘 되어 있어요 오랜시간 기다리지 않고 검진 받을 수 있어서 좋네요~!!,2022년 11월 11일 금요일,1번째 방문
1267,서울병원,서울 송파구 오금로 290 서울병원,라이커지,동네병원에서 내과다니다가 나아지지 않아서 종합병원 방문했어요~ 확실히 서울병원 다니면서 약처방받아서 먹으니 금방 호전되네요 진료시 친절하게 잘봐주시네요:),2022년 11월 11일 금요일,1번째 방문
1268,서울병원,서울 송파구 오금로 290 서울병원,RTX342,"손목통증으로 예약하고 왔는데 원장님, 간호사님 친절하게 해주셔서 좋고 물리치료 받았는데 통증도 많이 좋아졌어요~ 체계적으로 치료 잘해주시네요~",2022년 11월 10일 목요일,1번째 방문
1269,서울병원,서울 송파구 오금로 290 서울병원,상디3214,발목통증이 심해져서 알아보고 갔습니다 원장님 친절하게 진료잘봐주시고 설명해주셔서 좋았어요~ 도수치료까지 세심하게 치료해주셔서 앞으로 자주 이용할것 같네요~,2022년 11월 10일 목요일,1번째 방문
1270,서울병원,서울 송파구 오금로 290 서울병원,오늘태풍,허리디스크 통증 땜에 갔는데 원장님 친절하게 설명 잘해주시고 물리 치료 받고 통증이 많이 없어졌어요^^ 병원도 깨끗하고 간호사쌤도 엄청 친절하세요~,2022년 11월 10일 목요일,1번째 방문
1271,서울병원,서울 송파구 오금로 290 서울병원,에코자일3,지인 추천으로 허리치료 다니고 있는데 원장님도 너무 좋고 간호사쌤도 정말 좋아요 치료 설명을 이해하기 쉽게 해주셔서 너무 만족합니다 치료가 끝난 다음에도 통증없어서 좋았어요! 감사합니다,2022년 11월 10일 목요일,1번째 방문
1272,서울병원,서울 송파구 오금로 290 서울병원,냠3946,여러 치과 다녀봤는데 이 병원 치과가 제일 안아프고 친절하세요!,2022년 11월 10일 목요일,1번째 방문
1273,서울병원,서울 송파구 오금로 290 서울병원,hea****,??,2022년 11월 10일 목요일,2번째 방문
1274,서울병원,서울 송파구 오금로 290 서울병원,뿔만난 고양이,친절해요,2022년 11월 9일 수요일,3번째 방문
1275,서울병원,서울 송파구 오금로 290 서울병원,00000084639,좋아요,2022년 11월 9일 수요일,2번째 방문
1276,서울병원,서울 송파구 오금로 290 서울병원,꿍디라니,병원 깔끔하고 좋아요,2022년 11월 9일 수요일,1번째 방문
1277,서울병원,서울 송파구 오금로 290 서울병원,gucci00360,굿,2022년 11월 9일 수요일,1번째 방문
1278,서울병원,서울 송파구 오금로 290 서울병원,gracek1028,독감주사,2022년 11월 9일 수요일,1번째 방문
1279,서울병원,서울 송파구 오금로 290 서울병원,bar****,친절해요,2022년 11월 9일 수요일,4번째 방문
1280,서울병원,서울 송파구 오금로 290 서울병원,gua****,의사추천해요,2022년 11월 9일 수요일,4번째 방문
1281,서울병원,서울 송파구 오금로 290 서울병원,러브미8050,굿굿,2022년 11월 8일 화요일,1번째 방문
1282,서울병원,서울 송파구 오금로 290 서울병원,kim****,굿,2022년 11월 8일 화요일,6번째 방문
1283,서울병원,서울 송파구 오금로 290 서울병원,namerjer69,직원분들이 친절하십니다,2022년 11월 8일 화요일,1번째 방문
1284,서울병원,서울 송파구 오금로 290 서울병원,뽀샤시유나,좋아요,2022년 11월 8일 화요일,1번째 방문
1285,서울병원,서울 송파구 오금로 290 서울병원,kisabella,친절하고 빨라요,2022년 11월 8일 화요일,1번째 방문
1286,서울병원,서울 송파구 오금로 290 서울병원,891****,좋아요.,2022년 11월 8일 화요일,1번째 방문
1287,서울병원,서울 송파구 오금로 290 서울병원,검둥이7,친절해요.,2022년 11월 8일 화요일,1번째 방문
1288,서울병원,서울 송파구 오금로 290 서울병원,jungah7602,좋아요,2022년 11월 7일 월요일,2번째 방문
1289,서울병원,서울 송파구 오금로 290 서울병원,노을지기57,건강검진 시간이 너무 오래 걸리네요.,2022년 11월 7일 월요일,1번째 방문
